sample_id,submission_date,analysis_date_time,compound_1,compound_2,compound_3,compound_4,compound_5
TR_082,2018-10-27,30/12/2018 15:30,17.608783671599895,8.704625413307959,26.70325821126925,23.121778600193824,14.545145694524521
TR_083,2018-10-27,30/12/2018 15:30,17.92036507414363,11.869795681772032,27.109888215891694,23.11013441762699,15.488198592138787
TR_084,2018-10-27,30/12/2018 15:30,17.070968419755864,10.704913023364782,27.21811067110389,24.475123742061093,15.56619165872896
TR_085,2018-10-27,30/12/2018 15:30,9.653852249661753,5.806527067907333,16.553019449306387,14.23859115607669,5.104913496635099
TR_086,2018-10-27,30/12/2018 15:30,9.541178292779943,9.09971730058909,17.29428316685655,13.138229032186953,5.01792271224453
TR_087,2018-10-27,30/12/2018 15:30,9.011056808245954,9.484895282215755,17.304825383755094,15.924037248427567,4.826982003228468
TR_088,2018-10-27,30/12/2018 15:30,4.708087909271027,3.766756071603748,5.70916607018885,2.899194466437321,3.5164268514535166
TR_089,2018-10-27,30/12/2018 15:30,4.527475954034235,4.387045063503376,5.64275182092053,2.6792930813627422,3.6639240060866856
TR_090,2018-10-27,30/12/2018 15:30,4.405430753192195,4.341181069916257,5.780532796303927,3.361387613263383,3.5922188964112567
TR_091,2018-11-27,30/12/2018 15:30,14.331019586168496,20.31822739888225,23.892176641214693,26.73727851498825,24.580987596787704
TR_092,2018-11-27,30/12/2018 15:30,13.713313337358247,25.96271811587323,23.54377892136011,22.416010485680136,24.678737082386377
TR_093,2018-11-27,30/12/2018 15:30,13.877939023704787,24.79257942660431,24.49332658603606,24.43243065392141,23.464681754431336
TR_094,2018-11-27,30/12/2018 15:30,7.772557049985941,13.51557028859463,15.299232400417402,16.741948985069964,7.946450242946856
TR_095,2018-11-27,30/12/2018 15:30,7.599803996807647,14.057333021933442,15.634273383542444,13.58050892610646,8.14361992348832
TR_096,2018-11-27,30/12/2018 15:30,7.266103613753818,15.277249439484793,15.387079035284176,17.651114667376984,7.964157634519291
TR_097,2018-11-27,30/12/2018 15:30,3.444556207520762,6.267012926567622,5.0443481083945,2.1921318579819724,6.164331457023543
TR_098,2018-11-27,30/12/2018 15:30,3.591236149439967,3.8803205690204887,5.1955019157779905,3.0685639852628976,5.8822876512335
TR_099,2018-11-27,30/12/2018 15:30,4.057805934419986,4.100279958639594,5.104008676847079,2.5416761715347613,6.129855263760755
TR_100,2018-12-27,30/12/2018 15:30,10.325916959937675,17.618606419879264,20.382033871738443,20.867614105327515,29.013071230918847
TR_101,2018-12-27,30/12/2018 15:30,9.57140833616519,17.350942839684947,20.2407673919149,20.530606904883506,26.57358035360968
TR_102,2018-12-27,30/12/2018 15:30,9.706007927248688,16.50196311151807,19.552440574856266,25.976590910131172,27.6060725187524
TR_103,2018-12-27,30/12/2018 15:30,5.47221336953949,8.843219526491554,13.236891283459473,9.59985523701906,9.389837809260507
TR_104,2018-12-27,30/12/2018 15:30,5.124622925955973,7.19125253125582,12.727195633780427,13.014991569707096,9.701966197312057
TR_105,2018-12-27,30/12/2018 15:30,5.3677434921697875,7.763180776540493,12.657589697211767,17.882184915668557,9.467712702922524
TR_106,2018-12-27,30/12/2018 15:30,3.016033957728012,3.108939270350311,4.250797680006802,3.7080926307801048,6.9376618099807965
TR_107,2018-12-27,30/12/2018 15:30,2.626214247610159,2.242205542337781,4.326122423506061,2.8194384332764417,6.7994645572905155
TR_108,2018-12-27,30/12/2018 15:30,2.4132689024689538,2.1049685708642025,4.285289674334411,3.0573519400271505,6.950826061443079
